"start","end","text","speaker"
"8553270","8553630"," that you","Daniel Haqiqatjou"
"8553630","8554010"," stated","Daniel Haqiqatjou"
"8554010","8554670"," that whoever","Daniel Haqiqatjou"
"8554670","8555510"," claims that","Daniel Haqiqatjou"
"8555510","8555870"," the Quran","Daniel Haqiqatjou"
"8555870","8557170"," is created","Daniel Haqiqatjou"
"8557170","8557550"," as a","Daniel Haqiqatjou"
"8557550","8557990"," kafir","Daniel Haqiqatjou"
"8557990","8558310"," etc","Daniel Haqiqatjou"
"8559150","8560070"," I tried to","Daniel Haqiqatjou"
"8560070","8560630"," get it down","Daniel Haqiqatjou"
"8560630","8561670"," as you","Daniel Haqiqatjou"
"8561670","8562310"," showed it on","Daniel Haqiqatjou"
"8562310","8562590"," the screen","Daniel Haqiqatjou"
"8562590","8563350"," but I didn't","Daniel Haqiqatjou"
"8563350","8563770"," type it","Daniel Haqiqatjou"
"8563770","8564030"," fully","Daniel Haqiqatjou"
"8564030","8564410"," but that","Daniel Haqiqatjou"
"8564410","8564650"," was the","Daniel Haqiqatjou"
"8564650","8565010"," gist of","Daniel Haqiqatjou"
"8565010","8565110"," it","Daniel Haqiqatjou"
"8565110","8566350"," and really","Daniel Haqiqatjou"
"8566350","8567050"," the context","Daniel Haqiqatjou"
"8567050","8567810"," again is so","Daniel Haqiqatjou"
"8567810","8568390"," critical","Daniel Haqiqatjou"
"8568390","8569470"," Ibn Hanbal","Daniel Haqiqatjou"
"8569470","8569950"," when he's","Daniel Haqiqatjou"
"8569950","8570570"," talking about","Daniel Haqiqatjou"
"8570570","8571310"," the createdness","Daniel Haqiqatjou"
"8571310","8571790"," of the Quran","Daniel Haqiqatjou"
"8571790","8572210"," issue","Daniel Haqiqatjou"
"8572210","8573370"," the government","Daniel Haqiqatjou"
"8573370","8574370"," of his time","Daniel Haqiqatjou"
"8574370","8575330"," is brutally","Daniel Haqiqatjou"
"8575330","8576430"," enforcing this","Daniel Haqiqatjou"
"8576430","8577010"," where they're","Daniel Haqiqatjou"
"8577010","8577750"," killing and","Daniel Haqiqatjou"
"8577750","8578370"," imprisoning","Daniel Haqiqatjou"
"8578370","8578770"," scholars","Daniel Haqiqatjou"
"8578770","8579910"," who disagree","Daniel Haqiqatjou"
"8579910","8580770"," on this","Daniel Haqiqatjou"
"8580770","8581150"," issue","Daniel Haqiqatjou"
"8581150","8581990"," it is a","Daniel Haqiqatjou"
"8581990","8582490"," time of","Daniel Haqiqatjou"
"8582490","8583050"," massive","Daniel Haqiqatjou"
"8583050","8583910"," fitna","Daniel Haqiqatjou"
"8583910","8585410"," and Ibn Hanbal","Daniel Haqiqatjou"
"8585410","8586210"," is reacting","Daniel Haqiqatjou"
"8586210","8587030"," in that","Daniel Haqiqatjou"
"8587030","8587550"," particular","Daniel Haqiqatjou"
"8587550","8588070"," context","Daniel Haqiqatjou"
"8588070","8588830"," Ibn Hanbal","Daniel Haqiqatjou"
"8588830","8589410"," didn't say","Daniel Haqiqatjou"
"8589410","8590730"," didn't consider","Daniel Haqiqatjou"
"8590730","8591390"," companions","Daniel Haqiqatjou"
"8591390","8592250"," or other","Daniel Haqiqatjou"
"8592250","8592750"," members of","Daniel Haqiqatjou"
"8592750","8593150"," the Salaf","Daniel Haqiqatjou"
"8593150","8593730"," before him","Daniel Haqiqatjou"
"8593730","8594350"," kafir","Daniel Haqiqatjou"
"8594350","8594710"," for not","Daniel Haqiqatjou"
"8594710","8595250"," affirming","Daniel Haqiqatjou"
"8595250","8596290"," the uncreatedness","Daniel Haqiqatjou"
"8596290","8596850"," of the Quran","Daniel Haqiqatjou"
"8596850","8597630"," and he","Daniel Haqiqatjou"
"8597630","8598270"," didn't hold it","Daniel Haqiqatjou"
"8598270","8598930"," against them","Daniel Haqiqatjou"
"8598930","8599170"," if they","Daniel Haqiqatjou"
"8599170","8599370"," weren't","Daniel Haqiqatjou"
"8599370","8599810"," takfiring","Daniel Haqiqatjou"
"8599810","8600190"," people","Daniel Haqiqatjou"
"8600190","8600650"," with this","Daniel Haqiqatjou"
"8600650","8600910"," view","Daniel Haqiqatjou"
"8600910","8601910"," he was","Daniel Haqiqatjou"
"8601910","8602250"," speaking","Daniel Haqiqatjou"
"8602250","8602750"," in a","Daniel Haqiqatjou"
"8602750","8603150"," particular","Daniel Haqiqatjou"
"8603150","8603730"," context","Daniel Haqiqatjou"
"8603730","8604110"," and in","Daniel Haqiqatjou"
"8604110","8604830"," that context","Daniel Haqiqatjou"
"8604830","8605470"," Ibn Hanbal","Daniel Haqiqatjou"
"8607110","8607830"," didn't","Daniel Haqiqatjou"
"8607830","8608070"," even","Daniel Haqiqatjou"
"8608070","8608670"," actually","Daniel Haqiqatjou"
"8608670","8609710"," takfir","Daniel Haqiqatjou"
"8610490","8610850"," jahmis","Daniel Haqiqatjou"
"8610850","8611530"," in that way","Daniel Haqiqatjou"
"8611530","8612850"," he gave","Daniel Haqiqatjou"
"8612850","8613150"," them","Daniel Haqiqatjou"
"8613150","8613610"," udhr","Daniel Haqiqatjou"
"8613610","8614670"," even","Daniel Haqiqatjou"
"8614670","8615430"," Ibn Hanbal","Daniel Haqiqatjou"
"8615430","8615950"," gave the","Daniel Haqiqatjou"
"8615950","8616370"," jahmis","Daniel Haqiqatjou"
"8616370","8616970"," udhr","Daniel Haqiqatjou"
"8616970","8617390"," he didn't","Daniel Haqiqatjou"
"8617390","8617610"," do","Daniel Haqiqatjou"
"8617610","8618370"," mass takfir","Daniel Haqiqatjou"
"8618370","8619190"," of them","Daniel Haqiqatjou"
"8619190","8620010"," at that","Daniel Haqiqatjou"
"8620010","8620310"," time","Daniel Haqiqatjou"
"8620310","8621290"," he thought","Daniel Haqiqatjou"
"8621290","8621890"," the problem","Daniel Haqiqatjou"
"8621890","8622550"," with people","Daniel Haqiqatjou"
"8622550","8623210"," who affirm","Daniel Haqiqatjou"
"8623210","8623450"," the","Daniel Haqiqatjou"
"8623450","8624010"," createdness","Daniel Haqiqatjou"
"8624010","8624570"," of the Quran","Daniel Haqiqatjou"
"8624570","8625630"," are allying","Daniel Haqiqatjou"
"8625630","8626030"," with this","Daniel Haqiqatjou"
"8626030","8626690"," tyrannical","Daniel Haqiqatjou"
"8626690","8627130"," government","Daniel Haqiqatjou"
"8627130","8627590"," that is","Daniel Haqiqatjou"
"8627590","8628150"," doing all","Daniel Haqiqatjou"
"8628150","8628410"," of this","Daniel Haqiqatjou"
"8628410","8628810"," killing","Daniel Haqiqatjou"
"8628810","8629810"," that was","Daniel Haqiqatjou"
"8629810","8630390"," his problem","Daniel Haqiqatjou"
"8630390","8631210"," and that","Daniel Haqiqatjou"
"8631210","8631650"," was his","Daniel Haqiqatjou"
"8631650","8632130"," ijtihad","Daniel Haqiqatjou"
"8632130","8632850"," with that","Daniel Haqiqatjou"
"8632850","8633150"," statement","Daniel Haqiqatjou"
"8633150","8633670"," in that","Daniel Haqiqatjou"
"8633670","8634130"," particular","Daniel Haqiqatjou"
"8634130","8634690"," time","Daniel Haqiqatjou"
"8634690","8635790"," but even","Daniel Haqiqatjou"
"8635790","8636410"," then he","Daniel Haqiqatjou"
"8636410","8637010"," granted","Daniel Haqiqatjou"
"8637010","8637450"," udhr","Daniel Haqiqatjou"
"8637450","8638210"," bil jahl","Daniel Haqiqatjou"
"8638210","8639010"," even","Daniel Haqiqatjou"
"8639010","8639470"," then","Daniel Haqiqatjou"
"8639470","8639850"," and this","Daniel Haqiqatjou"
"8639850","8640150"," is a","Daniel Haqiqatjou"
"8640150","8640370"," statement","Daniel Haqiqatjou"
"8640370","8640950"," that is","Daniel Haqiqatjou"
"8640950","8641570"," transmitted","Daniel Haqiqatjou"
"8641570","8642350"," from Bukhari","Daniel Haqiqatjou"
"8643310","8643990"," discussing","Daniel Haqiqatjou"
"8643990","8644630"," Ibn Hanbal","Daniel Haqiqatjou"
"8644630","8645050"," and his","Daniel Haqiqatjou"
"8645050","8645890"," excuse that he","Daniel Haqiqatjou"
"8645890","8646270"," has","Daniel Haqiqatjou"
"8646270","8647850"," for the","Daniel Haqiqatjou"
"8647850","8648250"," jahmis","Daniel Haqiqatjou"
"8648250","8648790"," for the","Daniel Haqiqatjou"
"8648790","8649150"," jahmia","Daniel Haqiqatjou"
"8651170","8651850"," also","Daniel Haqiqatjou"
"8651850","8652490"," Ibn Taymiyyah","Daniel Haqiqatjou"
"8652490","8652870"," himself","Daniel Haqiqatjou"
"8652870","8653210"," didn't","Daniel Haqiqatjou"
"8653210","8653530"," takfir","Daniel Haqiqatjou"
"8653530","8653710"," the","Daniel Haqiqatjou"
"8653710","8654170"," jahmis","Daniel Haqiqatjou"
"8654930","8655890"," Ibn Taymiyyah","Daniel Haqiqatjou"
"8655890","8656170"," didn't","Daniel Haqiqatjou"
"8656170","8656510"," takfir","Daniel Haqiqatjou"
"8656510","8656730"," them","Daniel Haqiqatjou"
"8656730","8657730"," and they","Daniel Haqiqatjou"
"8657730","8658150"," rejected","Daniel Haqiqatjou"
"8658150","8658430"," the","Daniel Haqiqatjou"
"8658430","8659270"," uncreatedness","Daniel Haqiqatjou"
"8659270","8659550"," of the","Daniel Haqiqatjou"
"8659550","8659790"," Quran","Daniel Haqiqatjou"
"8660690","8660990"," so","Daniel Haqiqatjou"
"8660990","8661410"," your","Daniel Haqiqatjou"
"8661410","8662450"," interpretation","Daniel Haqiqatjou"
"8662450","8662970"," and your","Daniel Haqiqatjou"
"8662970","8663610"," presentation","Daniel Haqiqatjou"
"8663610","8664570"," is highly","Daniel Haqiqatjou"
"8664570","8665290"," polemical","Daniel Haqiqatjou"
"8665290","8665870"," it's","Daniel Haqiqatjou"
"8666590","8667190"," oversimplified","Daniel Haqiqatjou"
"8667190","8667850"," and it's","Daniel Haqiqatjou"
"8667850","8668370"," just like","Daniel Haqiqatjou"
"8668370","8668890"," it's a","Daniel Haqiqatjou"
"8668890","8669550"," takfiri","Daniel Haqiqatjou"
"8669550","8670210"," polemic","Daniel Haqiqatjou"
"8670210","8670950"," you want","Daniel Haqiqatjou"
"8670950","8671310"," to take","Daniel Haqiqatjou"
"8671310","8671530"," these","Daniel Haqiqatjou"
"8671530","8671930"," statements","Daniel Haqiqatjou"
"8671930","8672530"," from","Daniel Haqiqatjou"
"8672530","8673690"," ahlul hadith","Daniel Haqiqatjou"
"8673690","8674070"," and say","Daniel Haqiqatjou"
"8674070","8674470"," this is","Daniel Haqiqatjou"
"8674470","8674950"," the standard","Daniel Haqiqatjou"
"8674950","8675290"," that we","Daniel Haqiqatjou"
"8675290","8675570"," have to","Daniel Haqiqatjou"
"8675570","8675850"," apply","Daniel Haqiqatjou"
"8675850","8676210"," today","Daniel Haqiqatjou"
"8676210","8676770"," to the","Daniel Haqiqatjou"
"8676770","8677350"," asharis","Daniel Haqiqatjou"
"8677350","8677830"," of today","Daniel Haqiqatjou"
"8677830","8678470"," and that's","Daniel Haqiqatjou"
"8678470","8678890"," crazy","Daniel Haqiqatjou"
"8678890","8679270"," that's","Daniel Haqiqatjou"
"8679270","8679810"," insane","Daniel Haqiqatjou"
"8679810","8680930"," because it's","Daniel Haqiqatjou"
"8680930","8681390"," completely","Daniel Haqiqatjou"
"8681390","8682170"," divorced from","Daniel Haqiqatjou"
"8682170","8682710"," the context","Daniel Haqiqatjou"
"8682710","8683310"," and that's","Daniel Haqiqatjou"
"8683310","8683670"," why you're","Daniel Haqiqatjou"
"8683670","8683970"," not a","Daniel Haqiqatjou"
"8683970","8684350"," hanbali","Daniel Haqiqatjou"
"8684350","8686270"," and I","Daniel Haqiqatjou"
"8686270","8686890"," am","Daniel Haqiqatjou"
"8686890","8688250"," and Ibn Taymiyyah","Daniel Haqiqatjou"
"8688250","8688750"," is also","Daniel Haqiqatjou"
"8688750","8689290"," a hanbali","Daniel Haqiqatjou"
"8689290","8689510"," because","Daniel Haqiqatjou"
"8689510","8690290"," Ibn Taymiyyah","Daniel Haqiqatjou"
"8690290","8690990"," also","Daniel Haqiqatjou"
"8691910","8692890"," had this","Daniel Haqiqatjou"
"8692890","8693490"," perspective","Daniel Haqiqatjou"
"8693490","8694390"," as we","Daniel Haqiqatjou"
"8694390","8694830"," discussed","Daniel Haqiqatjou"
"8694830","8695230"," in the","Daniel Haqiqatjou"
"8695230","8695610"," previous","Daniel Haqiqatjou"
"8695610","8695970"," debate","Daniel Haqiqatjou"
"8695970","8696190"," for","Daniel Haqiqatjou"
"8696190","8697030"," ahlul sunnah","Daniel Haqiqatjou"
"8697030","8699050"," so I","Daniel Haqiqatjou"
"8699050","8699570"," want to","Daniel Haqiqatjou"
"8699570","8699950"," actually","Daniel Haqiqatjou"
"8699950","8700230"," in the","Daniel Haqiqatjou"
"8700230","8700490"," open","Daniel Haqiqatjou"
"8700490","8701050"," dialogue","Daniel Haqiqatjou"
"8701050","8701750"," talk to","Daniel Haqiqatjou"
"8701750","8702150"," you more","Daniel Haqiqatjou"
"8702150","8702670"," about","Daniel Haqiqatjou"
"8703590","8704150"," the","Daniel Haqiqatjou"
"8704150","8705070"," eternality","Daniel Haqiqatjou"
"8705070","8705810"," of","Daniel Haqiqatjou"
"8705810","8706750"," created","Daniel Haqiqatjou"
"8706750","8707250"," things","Daniel Haqiqatjou"
"8707250","8707950"," that's","Daniel Haqiqatjou"
"8707950","8708130"," going to","Daniel Haqiqatjou"
"8708130","8708270"," be","Daniel Haqiqatjou"
"8708270","8708550"," really","Daniel Haqiqatjou"
"8708550","8709030"," interesting","Daniel Haqiqatjou"
"8709030","8709590"," to get","Daniel Haqiqatjou"
"8709590","8709750"," your","Daniel Haqiqatjou"
"8709750","8710230"," perspective","Daniel Haqiqatjou"
"8710230","8710850"," on","Daniel Haqiqatjou"
"8711610","8712490"," we're also","Daniel Haqiqatjou"
"8712490","8712870"," going to","Daniel Haqiqatjou"
"8712870","8713310"," talk about","Daniel Haqiqatjou"
"8713310","8713930"," the","Daniel Haqiqatjou"
"8713930","8714090"," eternality","Daniel Haqiqatjou"
"8714090","8714510"," of","Daniel Haqiqatjou"
"8714510","8714970"," hell","Daniel Haqiqatjou"
"8715870","8716470"," and","Daniel Haqiqatjou"
"8723590","8724190"," also","Daniel Haqiqatjou"
"8724190","8724830"," the","Daniel Haqiqatjou"
"8724830","8725550"," eternality","Daniel Haqiqatjou"
"8725550","8726150"," of hell","Daniel Haqiqatjou"
"8726150","8727290"," I'm glad","Daniel Haqiqatjou"
"8727290","8727570"," that you","Daniel Haqiqatjou"
"8727570","8727890"," at least","Daniel Haqiqatjou"
"8727890","8728430"," concede","Daniel Haqiqatjou"
"8728430","8729090"," that that's","Daniel Haqiqatjou"
"8729090","8729550"," a plausible","Daniel Haqiqatjou"
"8729550","8730270"," interpretation","Daniel Haqiqatjou"
"8730270","8731110"," of Ibn Taymiyyah","Daniel Haqiqatjou"
"8731110","8731630"," and","Daniel Haqiqatjou"
"8731630","8732270"," you know","Daniel Haqiqatjou"
"8732270","8733110"," because other","Daniel Haqiqatjou"
"8733110","8733410"," people","Daniel Haqiqatjou"
"8733410","8733750"," weren't","Daniel Haqiqatjou"
"8733750","8734110"," accepting","Daniel Haqiqatjou"
"8734110","8734370"," this","Daniel Haqiqatjou"
"8734370","8734610"," when I","Daniel Haqiqatjou"
"8734610","8734870"," put it","Daniel Haqiqatjou"
"8734870","8735170"," forward","Daniel Haqiqatjou"
"8735170","8735990"," but I","Daniel Haqiqatjou"
"8735990","8736470"," brought the","Daniel Haqiqatjou"
"8740150","8740670"," topic","Daniel Haqiqatjou"
"8756230","8756750"," forward","Daniel Haqiqatjou"
"8760850","8761370"," I","Daniel Haqiqatjou"
"8762850","8763370"," don't","Daniel Haqiqatjou"
"8763370","8763470"," to","Daniel Haqiqatjou"
"8763470","8763670"," say","Daniel Haqiqatjou"
"8763670","8763870"," about","Daniel Haqiqatjou"
"8763870","8763970"," but","Daniel Haqiqatjou"
"8763970","8764070"," I","Daniel Haqiqatjou"
"8764070","8764210"," don't","Daniel Haqiqatjou"
"8764210","8764330"," say","Daniel Haqiqatjou"
"8764330","8764430"," about","Daniel Haqiqatjou"
"8764430","8764530"," but","Daniel Haqiqatjou"
"8764530","8764750"," I","Daniel Haqiqatjou"
"8764750","8765230"," know","Daniel Haqiqatjou"
"8765930","8766450"," to","Daniel Haqiqatjou"
"8796470","8797150"," I","Daniel Haqiqatjou"
